record_id,title,language,mobile_category,record_type,citation_url,is_accepted,old_quality_score,new_quality_score,quality_flags,content_length_before,content_length_after,ui_noise_removed,code_before,code_after,quota_before,quota_after,kix_units,has_price,has_code,has_kix_units,has_quota,possible_issue
d089a9d07683bc373c8248c43d9b0101ee1c5ab001402fe354b6d89021c34f9c,"5,250 ميجابايت و 500 دقيقة",ar,control_plans,plan,https://te.eg/ar/personal/mobile/control-tazbeet,True,0.86,0.98,scrapling_static_fetch;subscription_code_normalized;partial_code_replaced;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,443,261,False,#105,#105*660*,"5,250 ميجابايت","5,250 ميجابايت",,False,True,False,True,
908ff243bcf1cfd6507500d0645775eb9001527507fe91b51e7096a15014c39d,Tazbeet 165,ar,control_plans,plan,https://te.eg/ar/personal/mobile/control-tazbeet,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;partial_code_replaced;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,535,263,True,#165,#165*660*,"11,250 ميجابايت","11,250 ميجابايت",,True,True,False,True,
24852c3974980f96291338946c45fa0920b14bd3225efaaaba52057d3f805c10,Control Tazbeet,ar,control_plans,plan,https://te.eg/ar/personal/mobile/control-tazbeet,True,0.86,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;subscription_code_normalized;partial_code_replaced;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,484,251,True,#165,#165*660*,"11,250 ميجابايت","11,250 ميجابايت",,False,True,False,True,
a13b75cc6a9f2ba48e2c5413f7664a75fac2a480bc0f3328131ef6e219a4ceb6,"11,250 ميجابايت و 600 دقيقة",ar,control_plans,plan,https://te.eg/ar/personal/mobile/control-tazbeet,True,0.86,0.98,scrapling_static_fetch;subscription_code_normalized;partial_code_replaced;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,446,263,False,#165,#165*660*,"11,250 ميجابايت","11,250 ميجابايت",,False,True,False,True,
e11fb0bcd17b715ac9dbd348145295c7261a672fb38be2369c414e40a14f4107,We Club 58,ar,control_plans,terms,https://te.eg/ar/web/guest/w/we-club-50,True,1.0,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built;possible_partial_code,1386,253,True,*617,*617,"2,000 ميجابايت","2,000 ميجابايت",,True,True,False,True,
a48d9c4c6e3a16c261a05e860d3027e55a067ef8b30c466cc75e289c55986088,موبايل إنترنت,ar,control_plans,plan,https://te.eg/ar/web/guest/w/we-club-50,True,0.74,0.92,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,225,63,False,,,"2,000 ميجابايت","2,000 ميجابايت",,False,False,False,True,
24ea694d5eef1695cc53205475d8d0e991b4dcc50b571ea246760f6eed57b026,دقائق أساسية لكل الشبكات,ar,control_plans,plan,https://te.eg/ar/web/guest/w/we-club-50,True,0.64,0.8,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,185,52,False,,,,,,False,False,False,False,
a2a142499f54aabf7fe99ed64b9fb8b5d5fd8f7babae3498045b266e3aa74cfb,الصلاحية,ar,control_plans,plan,https://te.eg/ar/web/guest/w/we-club-50,True,0.64,0.8,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,132,53,False,,,,,,False,False,False,False,
6017ae39064a62b83e263e3367407c76f85bd995c5e63f7d06fd3b51c54d127b,مصاريف الاشتراك,ar,control_plans,plan,https://te.eg/ar/web/guest/w/we-club-50,True,0.74,0.92,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,175,59,False,,,,,,True,False,False,False,
e0aa87506f73986903339df82123f890668e9d3a23f73392a44f745d81125b2f,التجديد,ar,control_plans,plan,https://te.eg/ar/web/guest/w/we-club-50,False,0.64,0.72,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built;missing_useful_content;rejected_low_quality,157,35,False,,,,,,False,False,False,False,missing useful content
d1fd8b31b18a2d40084bc9c789cdea484cad097377937dad507f7a2cb4b09554,كود الأشتراك,ar,control_plans,plan,https://te.eg/ar/web/guest/w/we-club-50,True,0.76,0.92,scrapling_static_fetch;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built;possible_partial_code,169,73,False,*617,*617,,,,False,True,False,False,
f4503b73ac1e9705481c38b83e73561b34220f2f648e7c4885f549a38bec12a1,باقات WE Gold | باقات موبايل مميزة ومكالمات ونت شهرية في مصر,ar,postpaid,terms,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.92,0.98,scrapling_static_fetch;ui_noise_removed;search_aliases_enriched;content_rebuilt_clean;index_text_built,2137,314,True,,,5.5 جيجا,5.5 جيجا,,True,False,False,True,
3bb241b6a6bca1d4c2dcbab81b7385683ed2406be93940e4f39fdaac38df4e32,اسم الباقة,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,234,190,False,,,,,,False,False,False,False,
d836a4337a878dd7dda60edb432a4f369afa467bec0f57309ca3a1eb46efa1e1,WE Gold 300,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,232,191,False,,,,,,False,False,False,False,
7b62cb5b06b7a0121d46bd51300dc5cb038a8936bd74c48606cbfcfcb3d61cd1,WE Gold 600,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,232,191,False,,,,,,False,False,False,False,
48a2e2b39b6c7a4f303b0c3c5b4c3c6de228e8a64c1f78aa8c6533273a24c119,WE Gold 890,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,233,191,False,,,,,,False,False,False,False,
9446967e7d0fbb9832b9a47150b43f48e962e537128a0ae212737b83e082a9e5,WE Gold 1200,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,235,192,False,,,,,,False,False,False,False,
aa82c6e8bb6e574510438e0694b2de5b147491c25d83424b21792c9071eed631,WE Gold 1500,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,235,192,False,,,,,,False,False,False,False,
92bf75314425b2a451e38e293e093bfc6870c35aec4dec65b13befe83ae96db2,WE Gold 2300,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,235,192,False,,,,,,False,False,False,False,
440eb9f1836a1c58e42890597c3195c626269cfb9948e3b6c57cdb711cecd2e0,300,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,214,183,False,,,,,,False,False,False,False,
d5c863bb087144e90cdbe80ecac7d918efe0a96e14354d006a0ba2cfa7ffc06a,150 جيجا سوبر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,239,209,False,,,150 جيجا,150 جيجا,,False,False,False,True,
90bed1df2a3519f7b46d3f07c04e0058bbc5cbec161e2ad50da431fcbc59a965,200 جيجا سوبر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,231,209,False,,,200 جيجا,200 جيجا,,False,False,False,True,
ea8f6e5d889321bacd1d689e5c416b849faf3b5eb25ddb013c21a1a577778d7c,250 جيجا سوبر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,251,209,False,,,250 جيجا,250 جيجا,,False,False,False,True,
95fcaa297402e920e7ddc6b229e0588d07e2ef8fd6d87d7168ee46f6100906a0,400 جيجا سوبر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,254,209,False,,,400 جيجا,400 جيجا,,False,False,False,True,
d3c5acdb559c0953f64165bf1e9418662b32210ad76c474ee6beabb35db92fe5,750 جيجا سوبر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,256,209,False,,,750 جيجا,750 جيجا,,False,False,False,True,
530f8c943394070367e8929c312836daa2aa46bd2494ac68ce9f166218b5a16e,1500 جيجا سوبر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,237,211,False,,,1500 جيجا,1500 جيجا,,False,False,False,True,
70eee2a5eb97154cae1bee4a850377c8e8ffefb3dda2b91222ba85b6b7ee77c6,Sector,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,200,186,False,,,,,,False,False,False,False,
34d14d97ee98403b9f1f24d7e5ec1f63af654f0366a85d1c1e0494e64ea06610,القاهرة الجديدة,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,231,195,False,,,,,,False,False,False,False,
34d14d97ee98403b9f1f24d7e5ec1f63af654f0366a85d1c1e0494e64ea06610,القاهرة الجديدة,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,228,195,False,,,,,,False,False,False,False,
58e4cd6971cecae6cf4d67dee9e40932da1a6a444ec212a54bfdb4fbef3b2f81,قطاع الجيزة,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,213,191,False,,,,,,False,False,False,False,
58e4cd6971cecae6cf4d67dee9e40932da1a6a444ec212a54bfdb4fbef3b2f81,قطاع الجيزة,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,211,191,False,,,,,,False,False,False,False,
58e4cd6971cecae6cf4d67dee9e40932da1a6a444ec212a54bfdb4fbef3b2f81,قطاع الجيزة,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,213,191,False,,,,,,False,False,False,False,
58e4cd6971cecae6cf4d67dee9e40932da1a6a444ec212a54bfdb4fbef3b2f81,قطاع الجيزة,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,216,191,False,,,,,,False,False,False,False,
aa82c6e8bb6e574510438e0694b2de5b147491c25d83424b21792c9071eed631,WE Gold 1500,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,225,192,False,,,,,,False,False,False,False,
92bf75314425b2a451e38e293e093bfc6870c35aec4dec65b13befe83ae96db2,WE Gold 2300,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.64,0.88,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,229,192,False,,,,,,False,False,False,False,
c6e076328280555194b24565ae5659fe904a0837dd6d06e77fedd231853d61f9,300 جنيه / شهر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.84,0.98,scrapling_static_fetch;ui_noise_removed;search_aliases_enriched;content_rebuilt_clean;index_text_built,601,226,True,,,5.5 جيجا,5.5 جيجا,,True,False,False,True,
a909d78d60f02cc057107abc7675ac16b83957b00912394e11240e16f6e444e9,WE Gold,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;search_aliases_enriched;content_rebuilt_clean;index_text_built,559,203,True,,,5.5 جيجا,5.5 جيجا,,False,False,False,True,
d60d8393190ebd514f08b823ac2fce03f13d581c6625d3bac57d64606f0b6d39,5.5 جيجا موبايل إنترنت,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,534,218,False,,,5.5 جيجا,5.5 جيجا,,False,False,False,True,
bf33e08544517acd790e66bc800a215fe811a1364c7a68fecd70555d74746a22,600 جنيه / شهر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.84,0.98,scrapling_static_fetch;ui_noise_removed;search_aliases_enriched;content_rebuilt_clean;index_text_built,635,225,True,,,20 جيجا,20 جيجا,,True,False,False,True,
dafc10979e500c7a8e05a1f1f86e0f3b7c38b8985a1ab81d9e5427dbedcb5427,WE Gold,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;search_aliases_enriched;content_rebuilt_clean;index_text_built,593,202,True,,,20 جيجا,20 جيجا,,False,False,False,True,
4f58a1af0debace7593774481bf0486bd9bc0430ef96e64dffe46676a5710020,20 جيجا موبايل إنترنت,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,567,216,False,,,20 جيجا,20 جيجا,,False,False,False,True,
14cc37ff046cfd8c198ab7b4f4a805084f1d192f20ac8deb80ba7e20b528a32f,890 جنيه / شهر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.84,0.98,scrapling_static_fetch;ui_noise_removed;search_aliases_enriched;content_rebuilt_clean;index_text_built,687,225,True,,,30 جيجا,30 جيجا,,True,False,False,True,
c373b8ea10363878a80cd488f065c506a04e20141d559502f49224babe4d4cd8,WE Gold,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;search_aliases_enriched;content_rebuilt_clean;index_text_built,645,202,True,,,30 جيجا,30 جيجا,,False,False,False,True,
b1b043dab9f066e410e327dd7cb6d39c798acefdb31c118cbeeef8eb317894c0,30 جيجا موبايل إنترنت,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,619,216,False,,,30 جيجا,30 جيجا,,False,False,False,True,
a5d7b8563765504c5ff8567d630c0876424074745eed4a80fb6400e7486d1876,1200 جنيه / شهر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.84,0.98,scrapling_static_fetch;ui_noise_removed;search_aliases_enriched;content_rebuilt_clean;index_text_built,695,227,True,,,65 جيجا,65 جيجا,,True,False,False,True,
66e7df9eb0f7ca910405fef9a89f52e29efe6784e15de69427979a29ff91f4e3,WE Gold,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;search_aliases_enriched;content_rebuilt_clean;index_text_built,650,202,True,,,65 جيجا,65 جيجا,,False,False,False,True,
531dabfab95513834e235be4dcf05efec6d945fc3e692cebcf82d11770491266,65 جيجا موبايل إنترنت,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,624,216,False,,,65 جيجا,65 جيجا,,False,False,False,True,
ef0998f444f8da03954784fa3a63273311403cc26e8ebee5173ad677426a6986,1500 جنيه / شهر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.84,0.98,scrapling_static_fetch;ui_noise_removed;search_aliases_enriched;content_rebuilt_clean;index_text_built,719,227,True,,,70 جيجا,70 جيجا,,True,False,False,True,
ef531687a8781d2e4854187557b8bcfde35c4a648432be3126964895594ef525,WE Gold,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;search_aliases_enriched;content_rebuilt_clean;index_text_built,674,202,True,,,70 جيجا,70 جيجا,,False,False,False,True,
384d889ea7b14c64fa0a41a3c73f3fe53a02f223dc2918fed938b9ae520d996b,70 جيجا موبايل إنترنت,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,648,216,False,,,70 جيجا,70 جيجا,,False,False,False,True,
9b2d5af0b58d33c3b3df1e797eb80b80c75e1830e2ab009bf0161ad0584bd1cf,2300 جنيه / شهر,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.84,0.98,scrapling_static_fetch;ui_noise_removed;search_aliases_enriched;content_rebuilt_clean;index_text_built,722,228,True,,,130 جيجا,130 جيجا,,True,False,False,True,
71284073e51cf1464f09b9e92b9e504aaa620c353f01806c04c7ab55681e24ab,WE Gold,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;search_aliases_enriched;content_rebuilt_clean;index_text_built,677,203,True,,,130 جيجا,130 جيجا,,False,False,False,True,
0a8f9861685d2c5462d03f6a092593c1099cc77e94dce9720ef617b9b5a9c54e,130 جيجا موبايل إنترنت,ar,postpaid,plan,https://te.eg/ar/web/guest/personal/mobile/we-gold,True,0.74,0.98,scrapling_static_fetch;search_aliases_enriched;content_rebuilt_clean;index_text_built,652,218,False,,,130 جيجا,130 جيجا,,False,False,False,True,
e50cdd3b7aa296b3448032efcd8b6d88e544fd02c493600e3ebff4ab4709b58c,باقات WE Nitro Prime | باقات إنترنت موبايل ونت شهري في مصر,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,1.0,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,1789,503,True,"*999*15#,*888*15#,*999*29#,*888*29#,*999*58#,*888*58#,*999*105#,*888*105#,*999*150#,*888*150#,*999*300#,*888*300#,*999*675#,*888*675#","*888*58#,*999*58#,*888*29#,*999*29#,*888*15#,*999*15#,*888*675#,*999*675#,*888*300#,*999*300#,*888*150#,*999*150#,*888*105#,*999*105#",781 ميجابايت,781 ميجابايت,,True,True,False,True,
5dce2c1ac62ef11346aa51f0f7edb647d9518578ca3b8d7c153d21a34bb04395,Nitro Prime 15,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,551,289,True,"*999*15#,*888*15#","*888*15#,*999*15#",781 ميجابايت,781 ميجابايت,,True,True,False,True,
b052f6b782545c3a9385f2f5768b467448593fef112ba403ce117d851034e873,Prime,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,512,280,True,"*999*15#,*888*15#","*888*15#,*999*15#",781 ميجابايت,781 ميجابايت,,True,True,False,True,
6c6c7f858255a0faa1ca02c5106ef84a8174d6e578a481f9ff6658baaf741812,781 ميجابايت,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,464,287,False,"*999*15#,*888*15#","*888*15#,*999*15#",781 ميجابايت,781 ميجابايت,,True,True,False,True,
779380c79f450513dae0cc3e5d65fa538474197b528fcd649e1964fc721b7ccb,Nitro Prime 29,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,557,291,True,"*999*29#,*888*29#","*888*29#,*999*29#","1,718 ميجابايت","1,718 ميجابايت",,True,True,False,True,
1e5aa2388dfc87236d9058e7f9f8bfd72fb4e635af73bc7a513baf4c5e5d7137,Prime,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,518,282,True,"*999*29#,*888*29#","*888*29#,*999*29#","1,718 ميجابايت","1,718 ميجابايت",,True,True,False,True,
70cb8b4d617fd59a2fd7ff0037fba31b1a0c788c2b50e4a7100fa171148cc8c2,"1,718 ميجابايت",ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,472,291,False,"*999*29#,*888*29#","*888*29#,*999*29#","1,718 ميجابايت","1,718 ميجابايت",,True,True,False,True,
d781cd27f0c4f673b89673907246da2aa247079feed1b288ea055f0fb89c5a40,Nitro Prime 58,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,557,291,True,"*999*58#,*888*58#","*888*58#,*999*58#","4,062 ميجابايت","4,062 ميجابايت",,True,True,False,True,
da6792594b6e0d2f08280b98580f88015a844d3e4eb5752581a4b88e56283cd5,Prime,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,518,282,True,"*999*58#,*888*58#","*888*58#,*999*58#","4,062 ميجابايت","4,062 ميجابايت",,True,True,False,True,
1eed877377c178b7b0764825c1248d70472d0a691adc1038ba29d5721a47f28e,"4,062 ميجابايت",ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,472,291,False,"*999*58#,*888*58#","*888*58#,*999*58#","4,062 ميجابايت","4,062 ميجابايت",,True,True,False,True,
bb80537101cc14f4a33339eb45f25de1435e5be4058d02f5cf4bac99e1f90431,Nitro Prime 105,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,564,296,True,"*999*105#,*888*105#","*888*105#,*999*105#","7,812 ميجابايت","7,812 ميجابايت",,True,True,False,True,
8fbcb5c2abd7cb38e0ba75b3c4bb7da19a89160ce2f64f6e79e0fa05ae8344a3,Prime,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,522,285,True,"*999*105#,*888*105#","*888*105#,*999*105#","7,812 ميجابايت","7,812 ميجابايت",,True,True,False,True,
3a99682e8b5d7ae1076480fb3e8964bc8444ebe0b361044025a70e38be7642cd,"7,812 ميجابايت",ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,476,294,False,"*999*105#,*888*105#","*888*105#,*999*105#","7,812 ميجابايت","7,812 ميجابايت",,True,True,False,True,
43cf550708b38eba4768b3bf2874839d7c5a1524421b2242f023c69558c70e24,Nitro Prime 150,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,567,297,True,"*999*150#,*888*150#","*888*150#,*999*150#","12,500 ميجابايت","12,500 ميجابايت",,True,True,False,True,
c6a00e45cc24c928200af0ed1420d13482d38ec2f33181522415dfe6f7adca8b,Prime,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,525,286,True,"*999*150#,*888*150#","*888*150#,*999*150#","12,500 ميجابايت","12,500 ميجابايت",,True,True,False,True,
977b9266332d6a7d504381289158027339772e5e390689458c26cf5ff55e7595,"12,500 ميجابايت",ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,480,296,False,"*999*150#,*888*150#","*888*150#,*999*150#","12,500 ميجابايت","12,500 ميجابايت",,True,True,False,True,
c580dcd2bc20f09f4f815d6d098cc427b96b4d800098f5c7b1cc9ea19695f6bb,Nitro Prime 300,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,568,297,True,"*999*300#,*888*300#","*888*300#,*999*300#","29,375 ميجابايت","29,375 ميجابايت",,True,True,False,True,
43dbefab1e814a582f2691856729dde08f31c3f3733e57ce33b42a4836b13830,Prime,ar,mobile_internet,package,https://te.eg/ar/personal/mobile/nitro-mobile-internet/prime,True,0.96,0.98,scrapling_static_fetch;ui_noise_removed;ui_noise_title_replaced;subscription_code_normalized;subscription_code_extracted;search_aliases_enriched;content_rebuilt_clean;index_text_built,527,287,True,"*999*300#,*888*300#","*888*300#,*999*300#","29,375 ميجابايت","29,375 ميجابايت",,True,True,False,True,
